geometry,locationdesc,locationdesc,age,geographiclevel,locationdesc,locationdesc,blv_rate,blv_standardized
POINT (-88.237785 45.852429),Florence County,Florence County,All ages,County,Florence County,Florence County,4.18,0.7344398340248961
POINT (-81.566563 37.147549),Tazewell County,Tazewell County,All ages,County,Tazewell County,Tazewell County,4.18,0.7344398340248961
POINT (-96.209634 31.696374),Freestone County,Freestone County,All ages,County,Freestone County,Freestone County,4.18,0.7344398340248961
POINT (-98.420662 35.884817),Blaine County,Blaine County,All ages,County,Blaine County,Blaine County,4.18,0.7344398340248961
POINT (-86.848113 38.678357),Martin County,Martin County,All ages,County,Martin County,Martin County,4.18,0.7344398340248961
POINT (-89.586852 33.066234),Attala County,Attala County,All ages,County,Attala County,Attala County,4.18,0.7344398340248961
POINT (-76.60926011099 39.290580964),Maryland,Maryland,18-39 years,State,Maryland,Maryland,0.94,0.7343749999999999
POINT (-68.98503133599 45.254228894),Maine,Maine,65-84 years,State,Maine,Maine,3.72,0.7322834645669292
POINT (-102.324158 34.028478),Lamb County,Lamb County,All ages,County,Lamb County,Lamb County,4.17,0.7302904564315351
POINT (-88.339329 36.898302),Marshall County,Marshall County,All ages,County,Marshall County,Marshall County,4.17,0.7302904564315351
POINT (-71.50036091999 43.655950113),New Hampshire,New Hampshire,85 years and older,State,New Hampshire,New Hampshire,11.27,0.7285067873303167
POINT (-100.1184210489 47.475319779),North Dakota,North Dakota,40-64 years,State,North Dakota,North Dakota,1.9,0.7279693486590039
POINT (-72.64984095199 41.56266102),Connecticut,Connecticut,40-64 years,State,Connecticut,Connecticut,1.9,0.7279693486590039
POINT (-94.79420050299 46.355648736),Minnesota,Minnesota,18-39 years,State,Minnesota,Minnesota,0.93,0.7265625
POINT (-83.807512 35.035248),Clay County,Clay County,All ages,County,Clay County,Clay County,4.16,0.7261410788381742
POINT (-101.996669 36.336364),Sherman County,Sherman County,All ages,County,Sherman County,Sherman County,4.16,0.7261410788381742
POINT (-85.023499 38.819835),Switzerland County,Switzerland County,All ages,County,Switzerland County,Switzerland County,4.16,0.7261410788381742
POINT (-86.155035 32.975932),Coosa County,Coosa County,All ages,County,Coosa County,Coosa County,4.16,0.7261410788381742
POINT (-82.066952 38.199035),Lincoln County,Lincoln County,All ages,County,Lincoln County,Lincoln County,4.16,0.7261410788381742
POINT (-80.181612 39.486129),Marion County,Marion County,All ages,County,Marion County,Marion County,4.16,0.7261410788381742
POINT (-95.580112 35.38549),McIntosh County,McIntosh County,All ages,County,McIntosh County,McIntosh County,4.16,0.7261410788381742
POINT (-93.81649055599 42.469400913),Iowa,Iowa,40-64 years,State,Iowa,Iowa,1.89,0.7241379310344828
POINT (-124.231247 43.305343),Coos County,Coos County,All ages,County,Coos County,Coos County,4.15,0.7219917012448134
POINT (-112.208162 38.288475),Piute County,Piute County,All ages,County,Piute County,Piute County,4.15,0.7219917012448134
POINT (-157.8577494029 21.304850435),Hawaii,Hawaii,40-64 years,State,Hawaii,Hawaii,1.88,0.7203065134099617
POINT (-83.339663 33.317059),Putnam County,Putnam County,All ages,County,Putnam County,Putnam County,4.14,0.7178423236514521
POINT (-81.06521 39.741292),Monroe County,Monroe County,All ages,County,Monroe County,Monroe County,4.14,0.7178423236514521
POINT (-144.687024 63.856185),Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,All ages,County,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,4.14,0.7178423236514521
POINT (-72.08269067499 42.27687047),Massachusetts,Massachusetts,65-84 years,State,Massachusetts,Massachusetts,3.63,0.7145669291338582
POINT (-76.775886 35.105356),Pamlico County,Pamlico County,All ages,County,Pamlico County,Pamlico County,4.13,0.7136929460580912
POINT (-123.896075 46.528108),Pacific County,Pacific County,All ages,County,Pacific County,Pacific County,4.13,0.7136929460580912
POINT (-89.365459 36.857051),Mississippi County,Mississippi County,All ages,County,Mississippi County,Mississippi County,4.13,0.7136929460580912
POINT (-105.269953 46.807847),Prairie County,Prairie County,All ages,County,Prairie County,Prairie County,4.13,0.7136929460580912
POINT (-89.65871 36.605307),New Madrid County,New Madrid County,All ages,County,New Madrid County,New Madrid County,4.13,0.7136929460580912
POINT (-78.138543 36.409715),Warren County,Warren County,All ages,County,Warren County,Warren County,4.12,0.7095435684647302
POINT (-89.267291 35.586187),Haywood County,Haywood County,All ages,County,Haywood County,Haywood County,4.12,0.7095435684647302
POINT (-103.857439 38.188547),Crowley County,Crowley County,All ages,County,Crowley County,Crowley County,4.12,0.7095435684647302
POINT (-99.817363 48.836027),Rolette County,Rolette County,All ages,County,Rolette County,Rolette County,4.11,0.7053941908713693
POINT (-80.71264013499 38.665510202),West Virginia,West Virginia,All ages,State,West Virginia,West Virginia,4.11,0.7053941908713693
POINT (-87.748328 38.718291),Lawrence County,Lawrence County,All ages,County,Lawrence County,Lawrence County,4.11,0.7053941908713693
POINT (-77.434731 36.431948),Northampton County,Northampton County,All ages,County,Northampton County,Northampton County,4.11,0.7053941908713693
POINT (-80.117573 39.876467),Greene County,Greene County,All ages,County,Greene County,Greene County,4.11,0.7053941908713693
POINT (-76.60926011099 39.290580964),Maryland,Maryland,40-64 years,State,Maryland,Maryland,1.84,0.7049808429118775
POINT (-81.012491 32.427942),Jasper County,Jasper County,All ages,County,Jasper County,Jasper County,4.1,0.701244813278008
POINT (-100.863291 32.392977),Mitchell County,Mitchell County,All ages,County,Mitchell County,Mitchell County,4.1,0.701244813278008
POINT (-87.523745 35.533806),Lewis County,Lewis County,All ages,County,Lewis County,Lewis County,4.1,0.701244813278008
POINT (-85.494315 33.62977),Cleburne County,Cleburne County,All ages,County,Cleburne County,Cleburne County,4.1,0.701244813278008
POINT (-99.757532 36.771519),Harper County,Harper County,All ages,County,Harper County,Harper County,4.1,0.701244813278008
POINT (-99.75475 29.247671),Uvalde County,Uvalde County,All ages,County,Uvalde County,Uvalde County,4.09,0.6970954356846472
POINT (-80.493567 37.855598),Greenbrier County,Greenbrier County,All ages,County,Greenbrier County,Greenbrier County,4.09,0.6970954356846472
POINT (-89.81637074199 44.393191174),Wisconsin,Wisconsin,65-84 years,State,Wisconsin,Wisconsin,3.54,0.6968503937007874
POINT (-109.4244206449 47.066528972),Montana,Montana,18-39 years,State,Montana,Montana,0.89,0.6953125
POINT (-96.333303 35.44943),Okfuskee County,Okfuskee County,All ages,County,Okfuskee County,Okfuskee County,4.08,0.6929460580912863
POINT (-83.777791 31.947962),Crisp County,Crisp County,All ages,County,Crisp County,Crisp County,4.08,0.6929460580912863
POINT (-90.872761 31.473218),Franklin County,Franklin County,All ages,County,Franklin County,Franklin County,4.08,0.6929460580912863
POINT (-94.966822 33.175718),Titus County,Titus County,All ages,County,Titus County,Titus County,4.08,0.6929460580912863
POINT (-88.773558 36.292721),Weakley County,Weakley County,All ages,County,Weakley County,Weakley County,4.08,0.6929460580912863
POINT (-87.403679 35.852522),Hickman County,Hickman County,All ages,County,Hickman County,Hickman County,4.08,0.6929460580912863
POINT (-104.196159 46.969011),Wibaux County,Wibaux County,All ages,County,Wibaux County,Wibaux County,4.08,0.6929460580912863
POINT (-79.86482 36.683587),Martinsville city,Martinsville city,All ages,County,Martinsville city,Martinsville city,4.07,0.6887966804979253
POINT (-84.649836 44.364864),Roscommon County,Roscommon County,All ages,County,Roscommon County,Roscommon County,4.07,0.6887966804979253
POINT (-66.27 18.47),Dorado Municipality,Dorado Municipality,All ages,County,Dorado Municipality,Dorado Municipality,4.07,0.6887966804979253
POINT (-95.634714 36.775398),Nowata County,Nowata County,All ages,County,Nowata County,Nowata County,4.07,0.6887966804979253
POINT (-83.687184 32.832049),Bibb County,Bibb County,All ages,County,Bibb County,Bibb County,4.07,0.6887966804979253
POINT (-94.423837 32.78969),Marion County,Marion County,All ages,County,Marion County,Marion County,4.07,0.6887966804979253
POINT (-93.755297 36.061309),Madison County,Madison County,All ages,County,Madison County,Madison County,4.07,0.6887966804979253
POINT (-72.08269067499 42.27687047),Massachusetts,Massachusetts,18-39 years,State,Massachusetts,Massachusetts,0.88,0.6875
POINT (-89.506985 31.971849),Smith County,Smith County,All ages,County,Smith County,Smith County,4.06,0.6846473029045641
POINT (-80.636561 37.528463),Monroe County,Monroe County,All ages,County,Monroe County,Monroe County,4.06,0.6846473029045641
POINT (-89.934425 29.928239),St. Bernard Parish,St. Bernard Parish,All ages,County,St. Bernard Parish,St. Bernard Parish,4.06,0.6846473029045641
POINT (-82.453512 28.863598),Citrus County,Citrus County,All ages,County,Citrus County,Citrus County,4.06,0.6846473029045641
POINT (-82.926131 32.516487),Laurens County,Laurens County,All ages,County,Laurens County,Laurens County,4.05,0.6804979253112031
POINT (-79.352493 37.734133),Buena Vista city,Buena Vista city,All ages,County,Buena Vista city,Buena Vista city,4.05,0.6804979253112031
POINT (-78.909946 39.465107),Mineral County,Mineral County,All ages,County,Mineral County,Mineral County,4.05,0.6804979253112031
POINT (-83.506647 34.351255),Banks County,Banks County,All ages,County,Banks County,Banks County,4.05,0.6804979253112031
POINT (-105.535004 45.440737),Powder River County,Powder River County,All ages,County,Powder River County,Powder River County,4.05,0.6804979253112031
POINT (-82.945444 38.781629),Scioto County,Scioto County,All ages,County,Scioto County,Scioto County,4.05,0.6804979253112031
POINT (-82.679535 32.701199),Johnson County,Johnson County,All ages,County,Johnson County,Johnson County,4.05,0.6804979253112031
POINT (-90.300055 37.535795),Madison County,Madison County,All ages,County,Madison County,Madison County,4.05,0.6804979253112031
POINT (-97.313585 29.101571),DeWitt County,DeWitt County,All ages,County,DeWitt County,DeWitt County,4.04,0.6763485477178423
POINT (-81.943907 36.07632),Avery County,Avery County,All ages,County,Avery County,Avery County,4.04,0.6763485477178423
POINT (-99.459421 34.915219),Greer County,Greer County,All ages,County,Greer County,Greer County,4.04,0.6763485477178423
POINT (-87.858652 35.652569),Perry County,Perry County,All ages,County,Perry County,Perry County,4.04,0.6763485477178423
POINT (-86.369107 33.660628),St. Clair County,St. Clair County,All ages,County,St. Clair County,St. Clair County,4.04,0.6763485477178423
POINT (-71.52247031399 41.708280193),Rhode Island,Rhode Island,40-64 years,State,Rhode Island,Rhode Island,1.76,0.6743295019157088
POINT (-86.190665 30.583729),Walton County,Walton County,All ages,County,Walton County,Walton County,4.03,0.6721991701244814
POINT (-79.766084 41.406083),Venango County,Venango County,All ages,County,Venango County,Venango County,4.03,0.6721991701244814
POINT (-98.516453 43.173936),Charles Mix County,Charles Mix County,All ages,County,Charles Mix County,Charles Mix County,4.03,0.6721991701244814
POINT (-114.249634 35.069679),Mohave County,Mohave County,All ages,County,Mohave County,Mohave County,4.03,0.6721991701244814
POINT (-88.876406 35.938053),Gibson County,Gibson County,All ages,County,Gibson County,Gibson County,4.03,0.6721991701244814
POINT (-103.518429 43.739996),Custer County,Custer County,All ages,County,Custer County,Custer County,4.03,0.6721991701244814
POINT (-89.81637074199 44.393191174),Wisconsin,Wisconsin,18-39 years,State,Wisconsin,Wisconsin,0.86,0.671875
POINT (-79.929401 37.800535),Alleghany County,Alleghany County,All ages,County,Alleghany County,Alleghany County,4.02,0.6680497925311201
POINT (-88.464475 36.018048),Carroll County,Carroll County,All ages,County,Carroll County,Carroll County,4.02,0.6680497925311201
POINT (-95.367053 37.896584),Allen County,Allen County,All ages,County,Allen County,Allen County,4.02,0.6680497925311201
POINT (-86.169238 33.372083),Talladega County,Talladega County,All ages,County,Talladega County,Talladega County,4.02,0.6680497925311201
POINT (-86.804762 37.868017),Hancock County,Hancock County,All ages,County,Hancock County,Hancock County,4.02,0.6680497925311201
POINT (-80.024122 38.286867),Pocahontas County,Pocahontas County,All ages,County,Pocahontas County,Pocahontas County,4.02,0.6680497925311201
POINT (-97.756255 33.63828),Montague County,Montague County,All ages,County,Montague County,Montague County,4.02,0.6680497925311201
POINT (-89.432819 38.884622),Bond County,Bond County,All ages,County,Bond County,Bond County,4.02,0.6680497925311201
POINT (-92.867034 40.739836),Appanoose County,Appanoose County,All ages,County,Appanoose County,Appanoose County,4.02,0.6680497925311201
POINT (-88.99771017799 40.485010283),Illinois,Illinois,0-17 years,State,Illinois,Illinois,0.5,0.6666666666666666
POINT (-88.293739 36.319164),Henry County,Henry County,All ages,County,Henry County,Henry County,4.01,0.6639004149377592
POINT (-73.882363 40.849354),Bronx County,Bronx County,All ages,County,Bronx County,Bronx County,4.01,0.6639004149377592
POINT (-68.98503133599 45.254228894),Maine,Maine,40-64 years,State,Maine,Maine,1.73,0.6628352490421456
POINT (-72.64984095199 41.56266102),Connecticut,Connecticut,85 years and older,State,Connecticut,Connecticut,10.23,0.6612798965740142
POINT (-86.306723 37.46909),Grayson County,Grayson County,All ages,County,Grayson County,Grayson County,4.0,0.6597510373443982
POINT (-83.186079 34.377335),Franklin County,Franklin County,All ages,County,Franklin County,Franklin County,4.0,0.6597510373443982
POINT (-105.877245 37.483069),Alamosa County,Alamosa County,All ages,County,Alamosa County,Alamosa County,4.0,0.6597510373443982
POINT (-97.861894 35.099526),Grady County,Grady County,All ages,County,Grady County,Grady County,3.99,0.6556016597510373
POINT (-98.421648 34.629215),Comanche County,Comanche County,All ages,County,Comanche County,Comanche County,3.99,0.6556016597510373
POINT (-108.76674 32.275633),Hidalgo County,Hidalgo County,All ages,County,Hidalgo County,Hidalgo County,3.99,0.6556016597510373
POINT (-114.172146 33.908361),La Paz County,La Paz County,All ages,County,La Paz County,La Paz County,3.99,0.6556016597510373
POINT (-152.550423 65.010262),Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,All ages,County,Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,3.98,0.6514522821576763
POINT (-81.894978 35.348446),Rutherford County,Rutherford County,All ages,County,Rutherford County,Rutherford County,3.98,0.6514522821576763
POINT (-65.88 18.43),Loiza Municipality,Loiza Municipality,All ages,County,Loiza Municipality,Loiza Municipality,3.97,0.6473029045643154
POINT (-97.174067 31.998096),Hill County,Hill County,All ages,County,Hill County,Hill County,3.97,0.6473029045643154
POINT (-96.625056 28.586063),Calhoun County,Calhoun County,All ages,County,Calhoun County,Calhoun County,3.97,0.6473029045643154
POINT (-84.140995 36.809692),Whitley County,Whitley County,All ages,County,Whitley County,Whitley County,3.96,0.6431535269709543
POINT (-78.257306 37.483249),Cumberland County,Cumberland County,All ages,County,Cumberland County,Cumberland County,3.96,0.6431535269709543
POINT (-85.942654 38.925896),Jackson County,Jackson County,All ages,County,Jackson County,Jackson County,3.96,0.6431535269709543
POINT (-112.425977 37.114838),Kane County,Kane County,All ages,County,Kane County,Kane County,3.96,0.6431535269709543
POINT (-92.1773 37.824257),Pulaski County,Pulaski County,All ages,County,Pulaski County,Pulaski County,3.95,0.6390041493775933
POINT (-124.328547 42.249909),Curry County,Curry County,All ages,County,Curry County,Curry County,3.95,0.6390041493775933
POINT (-66.53 18.45),Barceloneta Municipality,Barceloneta Municipality,All ages,County,Barceloneta Municipality,Barceloneta Municipality,3.95,0.6390041493775933
POINT (-83.380756 35.157148),Macon County,Macon County,All ages,County,Macon County,Macon County,3.95,0.6390041493775933
POINT (-77.541306 36.691841),Emporia city,Emporia city,All ages,County,Emporia city,Emporia city,3.95,0.6390041493775933
POINT (-157.8577494029 21.304850435),Hawaii,Hawaii,85 years and older,State,Hawaii,Hawaii,9.85,0.636716224951519
POINT (-84.038814 32.325042),Macon County,Macon County,All ages,County,Macon County,Macon County,3.94,0.6348547717842322
POINT (-97.576972 31.86216),Bosque County,Bosque County,All ages,County,Bosque County,Bosque County,3.94,0.6348547717842322
POINT (-94.79420050299 46.355648736),Minnesota,Minnesota,65-84 years,State,Minnesota,Minnesota,3.21,0.6318897637795275
POINT (-84.048848 38.520826),Robertson County,Robertson County,All ages,County,Robertson County,Robertson County,3.93,0.6307053941908713
POINT (-107.083924 41.670117),Carbon County,Carbon County,All ages,County,Carbon County,Carbon County,3.93,0.6307053941908713
POINT (-107.277841 33.109273),Sierra County,Sierra County,All ages,County,Sierra County,Sierra County,3.93,0.6307053941908713
POINT (-82.88576 33.5688),Taliaferro County,Taliaferro County,All ages,County,Taliaferro County,Taliaferro County,3.92,0.6265560165975103
POINT (-81.1193 36.648239),Grayson County,Grayson County,All ages,County,Grayson County,Grayson County,3.92,0.6265560165975103
POINT (-119.957219 37.542748),Mariposa County,Mariposa County,All ages,County,Mariposa County,Mariposa County,3.92,0.6265560165975103
POINT (-97.779937 26.452145),Willacy County,Willacy County,All ages,County,Willacy County,Willacy County,3.92,0.6265560165975103
POINT (-97.736901 28.396655),Bee County,Bee County,All ages,County,Bee County,Bee County,3.92,0.6265560165975103
POINT (-85.625419 30.650718),Washington County,Washington County,All ages,County,Washington County,Washington County,3.91,0.6224066390041494
POINT (-82.17545 35.258669),Polk County,Polk County,All ages,County,Polk County,Polk County,3.91,0.6224066390041494
POINT (-84.844614 36.837888),Wayne County,Wayne County,All ages,County,Wayne County,Wayne County,3.91,0.6224066390041494
POINT (-83.202489 35.335275),Jackson County,Jackson County,All ages,County,Jackson County,Jackson County,3.91,0.6224066390041494
POINT (-82.274096 38.830629),Gallia County,Gallia County,All ages,County,Gallia County,Gallia County,3.91,0.6224066390041494
POINT (-85.013368 31.633549),Clay County,Clay County,All ages,County,Clay County,Clay County,3.9,0.6182572614107883
POINT (-109.521036 37.523884),San Juan County,San Juan County,All ages,County,San Juan County,San Juan County,3.9,0.6182572614107883
POINT (-69.263375 45.242097),Piscataquis County,Piscataquis County,All ages,County,Piscataquis County,Piscataquis County,3.9,0.6182572614107883
POINT (-99.375243 44.05926),Buffalo County,Buffalo County,All ages,County,Buffalo County,Buffalo County,3.9,0.6182572614107883
POINT (-75.57774116799 39.008830667),Delaware,Delaware,65-84 years,State,Delaware,Delaware,3.13,0.6161417322834646
POINT (-78.657114 36.223855),Granville County,Granville County,All ages,County,Granville County,Granville County,3.89,0.6141078838174273
POINT (-96.488644 32.079812),Navarro County,Navarro County,All ages,County,Navarro County,Navarro County,3.89,0.6141078838174273
POINT (-106.2405809849 34.520880952),New Mexico,New Mexico,All ages,State,New Mexico,New Mexico,3.89,0.6141078838174273
POINT (-80.98649 34.060483),Richland County,Richland County,All ages,County,Richland County,Richland County,3.88,0.6099585062240662
POINT (-92.44568007099 31.312660644),Louisiana,Louisiana,All ages,State,Louisiana,Louisiana,3.87,0.6058091286307054
POINT (-84.087834 37.091397),Laurel County,Laurel County,All ages,County,Laurel County,Laurel County,3.87,0.6058091286307054
POINT (-87.815673 31.685685),Clarke County,Clarke County,All ages,County,Clarke County,Clarke County,3.87,0.6058091286307054
POINT (-90.774516 34.785214),Lee County,Lee County,All ages,County,Lee County,Lee County,3.87,0.6058091286307054
POINT (-92.659155 35.922829),Searcy County,Searcy County,All ages,County,Searcy County,Searcy County,3.87,0.6058091286307054
POINT (-91.607539 35.749801),Independence County,Independence County,All ages,County,Independence County,Independence County,3.87,0.6058091286307054
POINT (-95.967902 35.61535),Okmulgee County,Okmulgee County,All ages,County,Okmulgee County,Okmulgee County,3.86,0.6016597510373443
POINT (-101.307901 47.121328),Oliver County,Oliver County,All ages,County,Oliver County,Oliver County,3.86,0.6016597510373443
POINT (-94.714115 31.312605),Angelina County,Angelina County,All ages,County,Angelina County,Angelina County,3.86,0.6016597510373443
POINT (-78.64109 34.607845),Bladen County,Bladen County,All ages,County,Bladen County,Bladen County,3.86,0.6016597510373443
POINT (-147.7220590359 64.845079957),Alaska,Alaska,18-39 years,State,Alaska,Alaska,0.77,0.6015625
POINT (-87.523154 37.305866),Hopkins County,Hopkins County,All ages,County,Hopkins County,Hopkins County,3.85,0.5975103734439834
POINT (-105.817008 46.403369),Custer County,Custer County,All ages,County,Custer County,Custer County,3.85,0.5975103734439834
POINT (-82.879523 34.126521),Elbert County,Elbert County,All ages,County,Elbert County,Elbert County,3.85,0.5975103734439834
POINT (-117.975741 46.325941),Columbia County,Columbia County,All ages,County,Columbia County,Columbia County,3.85,0.5975103734439834
POINT (-93.895022 37.767996),Cedar County,Cedar County,All ages,County,Cedar County,Cedar County,3.85,0.5975103734439834
POINT (-93.313045 41.021148),Lucas County,Lucas County,All ages,County,Lucas County,Lucas County,3.85,0.5975103734439834
POINT (-91.461284 34.405316),Arkansas County,Arkansas County,All ages,County,Arkansas County,Arkansas County,3.85,0.5975103734439834
POINT (-85.819442 33.72546),Calhoun County,Calhoun County,All ages,County,Calhoun County,Calhoun County,3.84,0.5933609958506223
POINT (-89.016967 38.59071),Marion County,Marion County,All ages,County,Marion County,Marion County,3.84,0.5933609958506223
POINT (-86.410955 31.282449),Covington County,Covington County,All ages,County,Covington County,Covington County,3.84,0.5933609958506223
POINT (-72.08269067499 42.27687047),Massachusetts,Massachusetts,40-64 years,State,Massachusetts,Massachusetts,1.54,0.5900383141762453
POINT (-88.702989 34.274735),Lee County,Lee County,All ages,County,Lee County,Lee County,3.83,0.5892116182572613
POINT (-106.375936 31.782045),El Paso County,El Paso County,All ages,County,El Paso County,El Paso County,3.83,0.5892116182572613
POINT (-120.633718 38.163627),Calaveras County,Calaveras County,All ages,County,Calaveras County,Calaveras County,3.83,0.5892116182572613
POINT (-94.195995 33.700518),Little River County,Little River County,All ages,County,Little River County,Little River County,3.83,0.5892116182572613
POINT (-100.852578 33.534982),Dickens County,Dickens County,All ages,County,Dickens County,Dickens County,3.83,0.5892116182572613
POINT (-77.03196112699 38.890371385),District Of Columbia,District Of Columbia,0-17 years,State,District Of Columbia,District Of Columbia,0.44,0.5866666666666667
POINT (-147.7220590359 64.845079957),Alaska,Alaska,0-17 years,State,Alaska,Alaska,0.44,0.5866666666666667
POINT (-111.5871306349 39.360700171),Utah,Utah,0-17 years,State,Utah,Utah,0.44,0.5866666666666667
POINT (-93.81649055599 42.469400913),Iowa,Iowa,18-39 years,State,Iowa,Iowa,0.75,0.5859375
POINT (-101.273482 36.213931),Hansford County,Hansford County,All ages,County,Hansford County,Hansford County,3.82,0.5850622406639002
POINT (-94.642764 31.623266),Nacogdoches County,Nacogdoches County,All ages,County,Nacogdoches County,Nacogdoches County,3.82,0.5850622406639002
POINT (-94.801632 38.237359),Linn County,Linn County,All ages,County,Linn County,Linn County,3.82,0.5850622406639002
POINT (-83.413457 35.438412),Swain County,Swain County,All ages,County,Swain County,Swain County,3.82,0.5850622406639002
POINT (-98.244836 30.671778),Burnet County,Burnet County,All ages,County,Burnet County,Burnet County,3.82,0.5850622406639002
POINT (-98.209414 47.919339),Nelson County,Nelson County,All ages,County,Nelson County,Nelson County,3.82,0.5850622406639002
POINT (-71.52247031399 41.708280193),Rhode Island,Rhode Island,85 years and older,State,Rhode Island,Rhode Island,9.05,0.5850032320620556
POINT (-92.383933 36.332208),Baxter County,Baxter County,All ages,County,Baxter County,Baxter County,3.81,0.5809128630705394
POINT (-85.648821 39.005169),Jennings County,Jennings County,All ages,County,Jennings County,Jennings County,3.81,0.5809128630705394
POINT (-86.65355 31.773539),Butler County,Butler County,All ages,County,Butler County,Butler County,3.81,0.5809128630705394
POINT (-84.815615 35.503802),Meigs County,Meigs County,All ages,County,Meigs County,Meigs County,3.81,0.5809128630705394
POINT (-99.402546 41.816483),Loup County,Loup County,All ages,County,Loup County,Loup County,3.8,0.5767634854771783
POINT (-85.05932 37.029336),Russell County,Russell County,All ages,County,Russell County,Russell County,3.8,0.5767634854771783
POINT (-80.569498 40.479465),Hancock County,Hancock County,All ages,County,Hancock County,Hancock County,3.8,0.5767634854771783
POINT (-85.798358 43.95981),Lake County,Lake County,All ages,County,Lake County,Lake County,3.8,0.5767634854771783
POINT (-88.641293 44.913795),Menominee County,Menominee County,All ages,County,Menominee County,Menominee County,3.8,0.5767634854771783
POINT (-78.709221 34.27927),Columbus County,Columbus County,All ages,County,Columbus County,Columbus County,3.8,0.5767634854771783
POINT (-105.989844 32.806642),Otero County,Otero County,All ages,County,Otero County,Otero County,3.8,0.5767634854771783
POINT (-89.999037 35.84288),Mississippi County,Mississippi County,All ages,County,Mississippi County,Mississippi County,3.8,0.5767634854771783
POINT (-124.000861 44.712447),Lincoln County,Lincoln County,All ages,County,Lincoln County,Lincoln County,3.8,0.5767634854771783
POINT (-76.968883 36.083776),Bertie County,Bertie County,All ages,County,Bertie County,Bertie County,3.8,0.5767634854771783
POINT (-93.751989 30.687746),Newton County,Newton County,All ages,County,Newton County,Newton County,3.79,0.5726141078838174
POINT (-83.057989 30.708629),Echols County,Echols County,All ages,County,Echols County,Echols County,3.79,0.5726141078838174
POINT (-79.903132 36.690407),Henry County,Henry County,All ages,County,Henry County,Henry County,3.79,0.5726141078838174
POINT (-105.609376 36.433447),Taos County,Taos County,All ages,County,Taos County,Taos County,3.79,0.5726141078838174
POINT (-98.167593 32.778005),Palo Pinto County,Palo Pinto County,All ages,County,Palo Pinto County,Palo Pinto County,3.79,0.5726141078838174
POINT (-82.338233 38.413495),Cabell County,Cabell County,All ages,County,Cabell County,Cabell County,3.79,0.5726141078838174
POINT (-68.086628 46.705048),Aroostook County,Aroostook County,All ages,County,Aroostook County,Aroostook County,3.78,0.5684647302904563
POINT (-83.022104 39.340682),Ross County,Ross County,All ages,County,Ross County,Ross County,3.78,0.5684647302904563
POINT (-84.353878 35.517149),Monroe County,Monroe County,All ages,County,Monroe County,Monroe County,3.78,0.5684647302904563
POINT (-89.53803082499 32.745510099),Mississippi,Mississippi,All ages,State,Mississippi,Mississippi,3.78,0.5684647302904563
POINT (-87.793594 34.460481),Franklin County,Franklin County,All ages,County,Franklin County,Franklin County,3.78,0.5684647302904563
POINT (-90.770297 35.015313),St. Francis County,St. Francis County,All ages,County,St. Francis County,St. Francis County,3.78,0.5684647302904563
POINT (-89.204186 34.81011),Benton County,Benton County,All ages,County,Benton County,Benton County,3.78,0.5684647302904563
POINT (-116.894281 44.020334),Payette County,Payette County,All ages,County,Payette County,Payette County,3.77,0.5643153526970953
POINT (-81.647153 30.607962),Nassau County,Nassau County,All ages,County,Nassau County,Nassau County,3.77,0.5643153526970953
POINT (-107.085027 37.240087),Archuleta County,Archuleta County,All ages,County,Archuleta County,Archuleta County,3.77,0.5643153526970953
POINT (-89.682988 33.496574),Montgomery County,Montgomery County,All ages,County,Montgomery County,Montgomery County,3.77,0.5643153526970953
POINT (-98.511609 30.684899),Llano County,Llano County,All ages,County,Llano County,Llano County,3.77,0.5643153526970953
POINT (-87.387985 39.460817),Vigo County,Vigo County,All ages,County,Vigo County,Vigo County,3.77,0.5643153526970953
POINT (-107.857685 48.374315),Phillips County,Phillips County,All ages,County,Phillips County,Phillips County,3.77,0.5643153526970953
POINT (-87.380385 40.994087),Newton County,Newton County,All ages,County,Newton County,Newton County,3.77,0.5643153526970953
POINT (-94.79420050299 46.355648736),Minnesota,Minnesota,40-64 years,State,Minnesota,Minnesota,1.47,0.5632183908045977
POINT (-80.672339 40.078993),Ohio County,Ohio County,All ages,County,Ohio County,Ohio County,3.76,0.5601659751037342
POINT (-97.071875 28.030072),Aransas County,Aransas County,All ages,County,Aransas County,Aransas County,3.76,0.5601659751037342
POINT (-84.581397 30.59828),Gadsden County,Gadsden County,All ages,County,Gadsden County,Gadsden County,3.76,0.5601659751037342
POINT (-116.94321 40.520911),Lander County,Lander County,All ages,County,Lander County,Lander County,3.75,0.5560165975103734
POINT (-88.490134 38.716132),Clay County,Clay County,All ages,County,Clay County,Clay County,3.75,0.5560165975103734
POINT (-85.864503 32.85306),Tallapoosa County,Tallapoosa County,All ages,County,Tallapoosa County,Tallapoosa County,3.75,0.5560165975103734
POINT (-96.882293 35.659026),Lincoln County,Lincoln County,All ages,County,Lincoln County,Lincoln County,3.75,0.5560165975103734
POINT (-83.407223 34.87903),Rabun County,Rabun County,All ages,County,Rabun County,Rabun County,3.75,0.5560165975103734
POINT (-83.245659 33.084849),Baldwin County,Baldwin County,All ages,County,Baldwin County,Baldwin County,3.75,0.5560165975103734
