geometry,locationdesc,locationdesc,age,geographiclevel,locationdesc,locationdesc,blv_rate,blv_standardized
POINT (-92.362231 30.685722),Evangeline Parish,Evangeline Parish,All ages,County,Evangeline Parish,Evangeline Parish,5.81,1.4107883817427382
POINT (-81.04537120699 33.998821303),South Carolina,South Carolina,40-64 years,State,South Carolina,South Carolina,3.68,1.409961685823755
POINT (-83.597967 30.064881),Taylor County,Taylor County,All ages,County,Taylor County,Taylor County,5.8,1.4066390041493775
POINT (-92.421475 35.567839),Van Buren County,Van Buren County,All ages,County,Van Buren County,Van Buren County,5.8,1.4066390041493775
POINT (-86.63186076199 32.840571122),Alabama,Alabama,18-39 years,State,Alabama,Alabama,1.8,1.40625
POINT (-84.77497104799 37.645970271),Kentucky,Kentucky,65-84 years,State,Kentucky,Kentucky,7.11,1.3996062992125984
POINT (-82.833456 36.177294),Greene County,Greene County,All ages,County,Greene County,Greene County,5.78,1.3983402489626555
POINT (-91.218021 34.777729),Monroe County,Monroe County,All ages,County,Monroe County,Monroe County,5.77,1.3941908713692943
POINT (-92.27449074299 34.748650124),Arkansas,Arkansas,85 years and older,State,Arkansas,Arkansas,21.51,1.3904330963154492
POINT (-96.950734 31.260968),Falls County,Falls County,All ages,County,Falls County,Falls County,5.76,1.3900414937759333
POINT (-97.52107021399 35.472031356),Oklahoma,Oklahoma,65-84 years,State,Oklahoma,Oklahoma,7.05,1.3877952755905512
POINT (-99.694647 34.283002),Hardeman County,Hardeman County,All ages,County,Hardeman County,Hardeman County,5.74,1.3817427385892116
POINT (-79.241027 41.491795),Forest County,Forest County,All ages,County,Forest County,Forest County,5.74,1.3817427385892116
POINT (-83.483361 36.269199),Grainger County,Grainger County,All ages,County,Grainger County,Grainger County,5.73,1.3775933609958506
POINT (-98.972769 34.380456),Tillman County,Tillman County,All ages,County,Tillman County,Tillman County,5.73,1.3775933609958506
POINT (-101.577551 44.130701),Haakon County,Haakon County,All ages,County,Haakon County,Haakon County,5.71,1.3692946058091284
POINT (-101.426185 32.746089),Borden County,Borden County,All ages,County,Borden County,Borden County,5.71,1.3692946058091284
POINT (-98.318501 36.660625),Alfalfa County,Alfalfa County,All ages,County,Alfalfa County,Alfalfa County,5.69,1.3609958506224067
POINT (-92.27449074299 34.748650124),Arkansas,Arkansas,65-84 years,State,Arkansas,Arkansas,6.91,1.360236220472441
POINT (-77.669536 35.468776),Greene County,Greene County,All ages,County,Greene County,Greene County,5.68,1.3568464730290455
POINT (-85.077727 31.859377),Quitman County,Quitman County,All ages,County,Quitman County,Quitman County,5.68,1.3568464730290455
POINT (-85.1134 33.309334),Heard County,Heard County,All ages,County,Heard County,Heard County,5.67,1.3526970954356845
POINT (-66.13 18.28),Bayamon Municipality,Bayamon Municipality,All ages,County,Bayamon Municipality,Bayamon Municipality,5.67,1.3526970954356845
POINT (-88.925793 34.767895),Tippah County,Tippah County,All ages,County,Tippah County,Tippah County,5.66,1.3485477178423235
POINT (-147.7220590359 64.845079957),Alaska,Alaska,65-84 years,State,Alaska,Alaska,6.85,1.3484251968503935
POINT (-98.68362 27.304609),Jim Hogg County,Jim Hogg County,All ages,County,Jim Hogg County,Jim Hogg County,5.65,1.3443983402489628
POINT (-81.843103 36.450735),Johnson County,Johnson County,All ages,County,Johnson County,Johnson County,5.65,1.3443983402489628
POINT (-80.71264013499 38.665510202),West Virginia,West Virginia,18-39 years,State,West Virginia,West Virginia,1.72,1.34375
POINT (-81.074156 33.269763),Bamberg County,Bamberg County,All ages,County,Bamberg County,Bamberg County,5.64,1.3402489626556013
POINT (-95.153823 36.675666),Craig County,Craig County,All ages,County,Craig County,Craig County,5.63,1.3360995850622406
POINT (-85.122189 30.463143),Calhoun County,Calhoun County,All ages,County,Calhoun County,Calhoun County,5.62,1.3319502074688796
POINT (-82.813992 37.829598),Johnson County,Johnson County,All ages,County,Johnson County,Johnson County,5.62,1.3319502074688796
POINT (-100.1184210489 47.475319779),North Dakota,North Dakota,18-39 years,State,North Dakota,North Dakota,1.7,1.328125
POINT (-83.88113 37.852293),Powell County,Powell County,All ages,County,Powell County,Powell County,5.61,1.3278008298755186
POINT (-103.657432 38.024096),Otero County,Otero County,All ages,County,Otero County,Otero County,5.61,1.3278008298755186
POINT (-82.201421 36.318376),Carter County,Carter County,All ages,County,Carter County,Carter County,5.58,1.3153526970954357
POINT (-88.677908 32.759967),Kemper County,Kemper County,All ages,County,Kemper County,Kemper County,5.57,1.3112033195020747
POINT (-84.023779 38.327655),Nicholas County,Nicholas County,All ages,County,Nicholas County,Nicholas County,5.57,1.3112033195020747
POINT (-83.424499 31.149847),Cook County,Cook County,All ages,County,Cook County,Cook County,5.56,1.3070539419087135
POINT (-98.51005 28.449157),McMullen County,McMullen County,All ages,County,McMullen County,McMullen County,5.56,1.3070539419087135
POINT (-92.351799 30.278555),Acadia Parish,Acadia Parish,All ages,County,Acadia Parish,Acadia Parish,5.56,1.3070539419087135
POINT (-92.27449074299 34.748650124),Arkansas,Arkansas,0-17 years,State,Arkansas,Arkansas,0.98,1.3066666666666666
POINT (-89.035017 36.538176),Fulton County,Fulton County,All ages,County,Fulton County,Fulton County,5.55,1.3029045643153525
POINT (-106.019489 37.915302),Saguache County,Saguache County,All ages,County,Saguache County,Saguache County,5.54,1.2987551867219915
POINT (-86.63186076199 32.840571122),Alabama,Alabama,65-84 years,State,Alabama,Alabama,6.58,1.295275590551181
POINT (-113.293879 46.448832),Granite County,Granite County,All ages,County,Granite County,Granite County,5.53,1.2946058091286308
POINT (-88.305814 36.620185),Calloway County,Calloway County,All ages,County,Calloway County,Calloway County,5.53,1.2946058091286308
POINT (-117.0718405639 39.49324039),Nevada,Nevada,0-17 years,State,Nevada,Nevada,0.97,1.2933333333333332
POINT (-98.719763 36.764048),Woods County,Woods County,All ages,County,Woods County,Woods County,5.52,1.2904564315352693
POINT (-116.165792 36.468656),Nye County,Nye County,All ages,County,Nye County,Nye County,5.52,1.2904564315352693
POINT (-96.628173 35.18355),Seminole County,Seminole County,All ages,County,Seminole County,Seminole County,5.51,1.2863070539419086
POINT (-120.085187 44.839441),Wheeler County,Wheeler County,All ages,County,Wheeler County,Wheeler County,5.51,1.2863070539419086
POINT (-79.733271 33.654581),Williamsburg County,Williamsburg County,All ages,County,Williamsburg County,Williamsburg County,5.51,1.2863070539419086
POINT (-77.009973 36.351304),Hertford County,Hertford County,All ages,County,Hertford County,Hertford County,5.51,1.2863070539419086
POINT (-106.204801 36.201002),Rio Arriba County,Rio Arriba County,All ages,County,Rio Arriba County,Rio Arriba County,5.5,1.2821576763485476
POINT (-95.121608 35.237804),Haskell County,Haskell County,All ages,County,Haskell County,Haskell County,5.5,1.2821576763485476
POINT (-104.884201 37.616312),Huerfano County,Huerfano County,All ages,County,Huerfano County,Huerfano County,5.49,1.2780082987551866
POINT (-89.033295 38.997829),Fayette County,Fayette County,All ages,County,Fayette County,Fayette County,5.48,1.2738589211618259
POINT (-107.29653 37.996875),Hinsdale County,Hinsdale County,All ages,County,Hinsdale County,Hinsdale County,5.48,1.2738589211618259
POINT (-66.06 18.4),San Juan Municipality,San Juan Municipality,All ages,County,San Juan Municipality,San Juan Municipality,5.48,1.2738589211618259
POINT (-82.609349 36.952922),Wise County,Wise County,All ages,County,Wise County,Wise County,5.47,1.2697095435684644
POINT (-81.574231 36.829257),Smyth County,Smyth County,All ages,County,Smyth County,Smyth County,5.47,1.2697095435684644
POINT (-97.866159 34.128114),Jefferson County,Jefferson County,All ages,County,Jefferson County,Jefferson County,5.47,1.2697095435684644
POINT (-103.1631 38.072386),Bent County,Bent County,All ages,County,Bent County,Bent County,5.47,1.2697095435684644
POINT (-99.42677020599 31.827240407),Texas,Texas,65-84 years,State,Texas,Texas,6.44,1.2677165354330708
POINT (-81.04537120699 33.998821303),South Carolina,South Carolina,18-39 years,State,South Carolina,South Carolina,1.62,1.265625
POINT (-84.125923 36.383124),Campbell County,Campbell County,All ages,County,Campbell County,Campbell County,5.46,1.2655601659751037
POINT (-97.773573 27.065647),Kenedy County,Kenedy County,All ages,County,Kenedy County,Kenedy County,5.46,1.2655601659751037
POINT (-98.332256 34.307791),Cotton County,Cotton County,All ages,County,Cotton County,Cotton County,5.46,1.2655601659751037
POINT (-85.310038 31.844036),Barbour County,Barbour County,All ages,County,Barbour County,Barbour County,5.45,1.2614107883817427
POINT (-88.959953 36.666725),Hickman County,Hickman County,All ages,County,Hickman County,Hickman County,5.45,1.2614107883817427
POINT (-78.611263 39.327538),Hampshire County,Hampshire County,All ages,County,Hampshire County,Hampshire County,5.44,1.2572614107883817
POINT (-84.77497104799 37.645970271),Kentucky,Kentucky,85 years and older,State,Kentucky,Kentucky,19.43,1.2559793148028442
POINT (-85.538944 37.265597),Green County,Green County,All ages,County,Green County,Green County,5.43,1.2531120331950205
POINT (-83.430563 30.47263),Madison County,Madison County,All ages,County,Madison County,Madison County,5.41,1.2448132780082988
POINT (-111.7638112769 34.86597028),Arizona,Arizona,18-39 years,State,Arizona,Arizona,1.59,1.2421875
POINT (-92.56630005299 38.635790776),Missouri,Missouri,18-39 years,State,Missouri,Missouri,1.59,1.2421875
POINT (-96.236702 37.421638),Elk County,Elk County,All ages,County,Elk County,Elk County,5.4,1.2406639004149378
POINT (-99.051857 47.707976),Eddy County,Eddy County,All ages,County,Eddy County,Eddy County,5.4,1.2406639004149378
POINT (-117.677756 37.708803),Esmeralda County,Esmeralda County,All ages,County,Esmeralda County,Esmeralda County,5.4,1.2406639004149378
POINT (-99.26586 26.902457),Zapata County,Zapata County,All ages,County,Zapata County,Zapata County,5.39,1.2365145228215766
POINT (-88.232646 32.57442),Sumter County,Sumter County,All ages,County,Sumter County,Sumter County,5.39,1.2365145228215766
POINT (-97.171716 33.927597),Love County,Love County,All ages,County,Love County,Love County,5.39,1.2365145228215766
POINT (-81.346321 38.729491),Roane County,Roane County,All ages,County,Roane County,Roane County,5.39,1.2365145228215766
POINT (-83.416286 32.703662),Twiggs County,Twiggs County,All ages,County,Twiggs County,Twiggs County,5.38,1.2323651452282156
POINT (-85.216119 30.80024),Jackson County,Jackson County,All ages,County,Jackson County,Jackson County,5.38,1.2323651452282156
POINT (-100.413883 32.77399),Fisher County,Fisher County,All ages,County,Fisher County,Fisher County,5.37,1.2282157676348546
POINT (-98.20078122699 38.3477403),Kansas,Kansas,18-39 years,State,Kansas,Kansas,1.57,1.2265625
POINT (-91.87136 33.179373),Ashley County,Ashley County,All ages,County,Ashley County,Ashley County,5.36,1.2240663900414939
POINT (-66.11 18.38),Guaynabo Municipality,Guaynabo Municipality,All ages,County,Guaynabo Municipality,Guaynabo Municipality,5.36,1.2240663900414939
POINT (-94.63575 35.887523),Adair County,Adair County,All ages,County,Adair County,Adair County,5.36,1.2240663900414939
POINT (-92.646015 32.280659),Jackson Parish,Jackson Parish,All ages,County,Jackson Parish,Jackson Parish,5.36,1.2240663900414939
POINT (-108.1098303529 43.235541343),Wyoming,Wyoming,65-84 years,State,Wyoming,Wyoming,6.18,1.216535433070866
POINT (-93.557538 33.287629),Lafayette County,Lafayette County,All ages,County,Lafayette County,Lafayette County,5.34,1.2157676348547717
POINT (-103.65613 35.180626),Quay County,Quay County,All ages,County,Quay County,Quay County,5.34,1.2157676348547717
POINT (-98.20078122699 38.3477403),Kansas,Kansas,40-64 years,State,Kansas,Kansas,3.17,1.21455938697318
POINT (-98.105736 28.341838),Live Oak County,Live Oak County,All ages,County,Live Oak County,Live Oak County,5.33,1.2116182572614107
POINT (-91.100943 30.462492),East Baton Rouge Parish,East Baton Rouge Parish,All ages,County,East Baton Rouge Parish,East Baton Rouge Parish,5.33,1.2116182572614107
POINT (-92.44568007099 31.312660644),Louisiana,Louisiana,85 years and older,State,Louisiana,Louisiana,18.73,1.2107304460245636
POINT (-94.794943 36.463017),Delaware County,Delaware County,All ages,County,Delaware County,Delaware County,5.32,1.2074688796680497
POINT (-90.897277 36.949427),Carter County,Carter County,All ages,County,Carter County,Carter County,5.31,1.2033195020746885
POINT (-85.392052 35.354219),Sequatchie County,Sequatchie County,All ages,County,Sequatchie County,Sequatchie County,5.31,1.2033195020746885
POINT (-114.3637300419 43.682630005),Idaho,Idaho,40-64 years,State,Idaho,Idaho,3.14,1.203065134099617
POINT (-97.52107021399 35.472031356),Oklahoma,Oklahoma,0-17 years,State,Oklahoma,Oklahoma,0.9,1.2
POINT (-82.013323 39.060946),Meigs County,Meigs County,All ages,County,Meigs County,Meigs County,5.29,1.1950207468879668
POINT (-90.707796 34.529768),Phillips County,Phillips County,All ages,County,Phillips County,Phillips County,5.28,1.1908713692946058
POINT (-83.62758034599 32.839681093),Georgia,Georgia,65-84 years,State,Georgia,Georgia,6.04,1.1889763779527558
POINT (-76.706157 36.46589),Gates County,Gates County,All ages,County,Gates County,Gates County,5.27,1.1867219917012446
POINT (-99.42677020599 31.827240407),Texas,Texas,0-17 years,State,Texas,Texas,0.89,1.1866666666666668
POINT (-81.866143 39.61669),Morgan County,Morgan County,All ages,County,Morgan County,Morgan County,5.26,1.1825726141078836
POINT (-92.424289 36.62309),Ozark County,Ozark County,All ages,County,Ozark County,Ozark County,5.26,1.1825726141078836
POINT (-81.392132 39.052702),Wirt County,Wirt County,All ages,County,Wirt County,Wirt County,5.26,1.1825726141078836
POINT (-81.04537120699 33.998821303),South Carolina,South Carolina,85 years and older,State,South Carolina,South Carolina,18.27,1.1809954751131222
POINT (-89.236281 33.342151),Choctaw County,Choctaw County,All ages,County,Choctaw County,Choctaw County,5.25,1.1784232365145226
POINT (-92.56630005299 38.635790776),Missouri,Missouri,40-64 years,State,Missouri,Missouri,3.07,1.1762452107279693
POINT (-92.676588 31.929892),Winn Parish,Winn Parish,All ages,County,Winn Parish,Winn Parish,5.24,1.1742738589211619
POINT (-85.792646 35.695537),Warren County,Warren County,All ages,County,Warren County,Warren County,5.23,1.170124481327801
POINT (-90.372418 36.370695),Clay County,Clay County,All ages,County,Clay County,Clay County,5.23,1.170124481327801
POINT (-97.945593 34.517163),Stephens County,Stephens County,All ages,County,Stephens County,Stephens County,5.22,1.1659751037344397
POINT (-97.20457 34.192075),Carter County,Carter County,All ages,County,Carter County,Carter County,5.22,1.1659751037344397
POINT (-77.304582 37.289087),Hopewell city,Hopewell city,All ages,County,Hopewell city,Hopewell city,5.22,1.1659751037344397
POINT (-116.639736 47.271692),Benewah County,Benewah County,All ages,County,Benewah County,Benewah County,5.22,1.1659751037344397
POINT (-89.468133 36.357362),Lake County,Lake County,All ages,County,Lake County,Lake County,5.21,1.1618257261410787
POINT (-75.57774116799 39.008830667),Delaware,Delaware,0-17 years,State,Delaware,Delaware,0.87,1.16
POINT (-86.63186076199 32.840571122),Alabama,Alabama,85 years and older,State,Alabama,Alabama,17.93,1.1590174531351
POINT (-80.387303 33.929411),Sumter County,Sumter County,All ages,County,Sumter County,Sumter County,5.2,1.1576763485477177
POINT (-72.51764079099 43.625381239),Vermont,Vermont,18-39 years,State,Vermont,Vermont,1.48,1.15625
